accession_numbers,Substrate_ACC,Gene Names,Substrate_GN
NP_001157012,Q9QXS1,Plec Plec1,Plec
NP_038772,Q9QXT9,Znf354b Kid2 Zfp354b,Znf354b
NP_065603,Q9QXY6,Ehd3 Ehd2,Ehd3
NP_064345,Q9QXY9,Pex3,Pex3
NP_063923,Q9QY36,Naa10 Ard1 Ard1a Te2,Naa10
NP_038913,Q9QYB1,Clic4,Clic4
NP_062769,Q9QYI3,Dnajc7 Ttc2,Dnajc7
NP_062768,Q9QYJ0,Dnaja2,Dnaja2
NP_038747,Q9QZ05,Eif2ak4 Gcn2 Kiaa1338,Eif2ak4
NP_062754,Q9QZ88,Vps29,Vps29
NP_851832,Q9QZA0,Ca5b Car5b,Ca5b
NP_059505,Q9QZE5,Copg1 Copg,Copg1
NP_058605,Q9QZE7,Tsnax Trax,Tsnax
NP_056591,Q9QZJ6,Mfap5 Magp2,Mfap5
NP_056609,Q9QZN1,Fbxl17 Fbl17 Fbx13 Fbxo13,Fbxl17
NP_036145,Q9QZQ8,Macroh2a1 H2afy,Macroh2a1
NP_059077,Q9R020,Zranb2 Zfp265 Zis Znf265,Zranb2
NP_056568,Q9R0G7,Zeb2 Sip1 Zfhx1b Zfx1b,Zeb2
NP_064340,Q9R0H5,Krt71 K6irs1 Kb34 Krt2-6g Krt6g,Krt71
NP_062746,Q9R0P4,Smap Sid2057,Smap
NP_062745,Q9R0P5,Dstn Dsn Sid23,Dstn
NP_038785,Q9R0Q1,Sytl4 Slp4,Sytl4
NP_062741,Q9R0Q6,Arpc1a Sid329,Arpc1a
NP_062740,Q9R0Q7,Ptges3 Sid3177 Tebp,Ptges3
NP_062710,Q9R0X4,Acot9 Acate2,Acot9
NP_067490,Q9R0Y5,Ak1,Ak1
NP_034396,Q9R111,Gda,Gda
NP_001155975,Q9R112,Sqor Sqrdl,Sqor
NP_035972,Q9R190,Mta2 Mta1l1,Mta2
NP_061255,Q9R1C7,Prpf40a Fbp11 Fnbp3,Prpf40a
NP_036096,Q9R1P0,Psma4,Psma4
NP_036101,Q9R1P1,Psmb3,Psmb3
NP_036095,Q9R1P4,Psma1,Psma1
NP_061368,Q9R1R2,Trim3 Hac1 Rnf22,Trim3
NP_001170795,Q9R1T4,Septin6 Kiaa0128 Sept6,Septin6
NP_034288,Q9R226,Khdrbs3 Salp Slm2,Khdrbs3
NP_032935,Q9R269,Ppl,Ppl
NP_036275,Q9UBB9,TFIP11 STIP HSPC006,TFIP11
NP_004489,Q9UBC0,ONECUT1 HNF6 HNF6A,ONECUT1
NP_005491,Q9UBE0,SAE1 AOS1 SUA1 UBLE1A,SAE1
NP_036407,Q9UBH0,IL36RN FIL1D IL1F5 IL1HY1 IL1L1 IL1RP3 UNQ1896/PRO4342,IL36RN
NP_004665,Q9UBL3,ASH2L ASH2L1,ASH2L
NP_476528,Q9UBQ0,VPS29 DC15 DC7 MDS007,VPS29
NP_037366,Q9UBQ5,EIF3K EIF3S12 ARG134 HSPC029 MSTP001 PTD001,EIF3K
NP_005490,Q9UBT2,UBA2 SAE2 UBLE1B HRIHFB2115,UBA2
NP_996670,Q9UBU8,MORF4L1 MRG15 FWP006 HSPC008 HSPC061 PP368,MORF4L1
NP_115568,Q9UD71,PPP1R1B DARPP32,PPP1R1B
NP_006315,Q9UEE9,CFDP1 BCNT CENP-29,CFDP1
NP_001135441,Q9UER7,DAXX BING2 DAP6,DAXX
NP_001156787,Q9UF56,FBXL17 FBL17 FBX13 FBXO13,FBXL17
NP_005641,Q9UGU0,TCF20 KIAA0292 SPBP,TCF20
NP_055870,Q9UH65,SWAP70 KIAA0640 HSPC321,SWAP70
NP_055238,Q9UHB7,AFF4 AF5Q31 MCEF HSPC092,AFF4
NP_054831,Q9UHF7,TRPS1,TRPS1
NP_057327,Q9UHQ9,CYB5R1 NQO3A2 UNQ3049/PRO9865,CYB5R1
NP_005112,Q9UHV7,MED13 ARC250 KIAA0593 THRAP1 TRAP240,MED13
NP_510965,Q9UHX1,PUF60 FIR ROBPI SIAHBP1,PUF60
NP_115784,Q9UIG0,BAZ1B WBSC10 WBSCR10 WBSCR9 WSTF,BAZ1B
NP_057395,Q9UII2,ATP5IF1 ATPI ATPIF1,ATP5IF1
NP_057407,Q9UII4,HERC5 CEB1 CEBP1,HERC5
NP_001116428,Q9UJU6,DBNL CMAP SH3P7 PP5423,DBNL
NP_037388,Q9UJW8,ZNF180,ZNF180
NP_038470,Q9UJZ1,STOML2 SLP2 HSPC108,STOML2
NP_005528,Q9UK53,ING1,ING1
NP_054861,Q9UKK9,NUDT5 NUDIX5 HSPC115,NUDT5
NP_057951,Q9UKM9,RALY HNRPCL2 P542,RALY
NP_057307,Q9UKS6,PACSIN3,PACSIN3
NP_055792,Q9UKV3,ACIN1 ACINUS KIAA0670,ACIN1
NP_060004,Q9UKX2,MYH2 MYHSA2,MYH2
NP_003793,Q9UKX3,MYH13,MYH13
NP_009103,Q9UKX7,NUP50 NPAP60L PRO1146,NUP50
NP_002809,Q9UL46,PSME2,PSME2
NP_036232,Q9ULA0,DNPEP ASPEP DAP,DNPEP
NP_001131026,Q9ULC4,MCTS1 MCT1,MCTS1
NP_001137468,Q9ULD0,OGDHL KIAA1290,OGDHL
NP_056510,Q9ULD4,BRPF3 KIAA1286,BRPF3
NP_065071,Q9ULJ6,ZMIZ1 KIAA1224 RAI17 ZIMP10,ZMIZ1
NP_065770,Q9ULL5,PRR12 KIAA1205,PRR12
NP_056197,Q9ULT8,HECTD1 KIAA1131,HECTD1
NP_898868,Q9ULU4,ZMYND8 KIAA1125 PRKCBP1 RACK7,ZMYND8
NP_001244904,Q9ULV3,CIZ1 LSFR1 NP94 ZNF356,CIZ1
NP_036244,Q9ULW0,TPX2 C20orf1 C20orf2 DIL2 HCA519,TPX2
NP_036455,Q9ULX9,MAFF,MAFF
NP_004990,Q9UM54,MYO6 KIAA0389,MYO6
NP_055542,Q9UMN6,KMT2B HRX2 KIAA0304 MLL2 MLL4 TRX2 WBP7,KMT2B
NP_009173,Q9UMR2,DDX19B DBP5 DDX19 TDBP,DDX19B
NP_009178,Q9UMZ2,SYNRG AP1GBP1 SYNG,SYNRG
NP_037377,Q9UN37,VPS4A VPS4,VPS4A
NP_957516,Q9UNF1,MAGED2 BCG1,MAGED2
NP_009171,Q9UNI6,DUSP12,DUSP12
NP_001121054,Q9UNL4,ING4 My036,ING4
NP_787128,Q9UNM6,PSMD13,PSMD13
NP_057177,Q9UNX3,RPL26L1 RPL26P1,RPL26L1
NP_001193665,Q9UNZ2,NSFL1C UBXN2C,NSFL1C
NP_054766,Q9UNZ5,C19orf53 HSPC023,C19orf53
NP_003449,Q9UPA5,BSN KIAA0434 ZNF231,BSN
NP_036222,Q9UPN3,MACF1 ABP620 ACF7 KIAA0465 KIAA0754 KIAA1251,MACF1
NP_055707,Q9UPN6,SCAF8 CCAP7 KIAA1116 RBM16,SCAF8
NP_056990,Q9UPN9,TRIM33 KIAA1113 RFG7 TIF1G,TRIM33
NP_001171825,Q9UPP1,PHF8 KIAA1111 ZNF422,PHF8
NP_055983,Q9UPT8,ZC3H4 C19orf7 KIAA1064,ZC3H4
NP_036458,Q9UPY8,MAPRE3,MAPRE3
NP_057417,Q9UQ35,SRRM2 KIAA0324 SRL300 SRM300 HSPC075,SRRM2
NP_006182,Q9UQ80,PA2G4 EBP1,PA2G4
NP_076916,Q9UQ88,CDK11A CDC2L2 CDC2L3 PITSLREB,CDK11A
NP_005436,Q9UQE7,SMC3 BAM BMH CSPG6 SMC3L1,SMC3
NP_741960,Q9UQM7,CAMK2A CAMKA KIAA0968,CAMK2A
NP_054762,Q9UQN3,CHMP2B CGI-84,CHMP2B
NP_036072,Q9WTL7,Lypla2,Lypla2
NP_031515,Q9WTL8,Bmal1 Arntl,Bmal1
NP_034412,Q9WTN0,Ggps1,Ggps1
NP_001029138,Q9WTP6,Ak2,Ak2
NP_034882,Q9WTX8,Mad1l1 Mad1,Mad1l1
NP_001240833,Q9WU42,Ncor2 Smrt,Ncor2
NP_062677,Q9WUA3,Pfkp Pfkc,Pfkp
NP_062675,Q9WUB6,Clcnkb Clckb Clcnk1l,Clcnkb
NP_291039,Q9WUK2,Eif4h Wbscr1,Eif4h
NP_063932,Q9WUM5,Suclg1,Suclg1
NP_001103801,Q9WUR2,Eci2 Peci,Eci2
NP_001160095,Q9WV02,Rbmx Hnrnpg Hnrpg Rbmxp1 Rbmxrt,Rbmx
NP_075631,Q9WV32,Arpc1b,Arpc1b
NP_038961,Q9WV55,Vapa Vap33,Vapa
NP_035635,Q9WV89,Stxbp4,Stxbp4
NP_848713,Q9WVA4,Tagln2 Kiaa0120,Tagln2
NP_001036140,Q9WVB0,Rbpms Hermes,Rbpms
NP_036005,Q9WVJ2,Psmd13,Psmd13
NP_034249,Q9WVK4,Ehd1 Past1,Ehd1
NP_002217,Q9Y219,JAG2,JAG2
NP_057123,Q9Y224,RTRAF C14orf166 CGI-99,RTRAF
NP_068556,Q9Y261,FOXA2 HNF3B TCF3B,FOXA2
NP_001026859,Q9Y263,PLAA PLAP,PLAA
NP_003698,Q9Y265,RUVBL1 INO80H NMP238 TIP49 TIP49A,RUVBL1
NP_057168,Q9Y272,RASD1 AGS1 DEXRAS1,RASD1
NP_001129166,Q9Y277,VDAC3,VDAC3
NP_619579,Q9Y281,CFL2,CFL2
NP_995314,Q9Y2A7,NCKAP1 HEM2 KIAA0587 NAP1,NCKAP1
NP_149362,Q9Y2C3,B3GALT5,B3GALT5
NP_009151,Q9Y2D0,CA5B,CA5B
NP_055712,Q9Y2D9,ZNF652 KIAA0924,ZNF652
NP_056140,Q9Y2F5,ICE1 KIAA0947,ICE1
NP_031391,Q9Y2J8,PADI2 KIAA0994 PAD2 PDI2,PADI2
NP_036440,Q9Y2K7,KDM2A CXXC8 FBL11 FBL7 FBXL11 JHDM1A KIAA1004,KDM2A
NP_055768,Q9Y2L1,DIS3 KIAA1008 RRP44,DIS3
NP_001137151,Q9Y2Q3,GSTK1 HDCMD47P,GSTK1
NP_057017,Q9Y2S6,TMA7 CCDC72 HSPC016 HSPC330,TMA7
NP_001229434,Q9Y2T3,GDA KIAA1258,GDA
NP_055131,Q9Y2V2,CARHSP1,CARHSP1
NP_005110,Q9Y2W1,THRAP3 BCLAF2 TRAP150,THRAP3
NP_057396,Q9Y2W2,WBP11 NPWBP SIPP1 SNP70,WBP11
NP_057018,Q9Y2X3,NOP58 NOL5 NOP5 HSPC120,NOP58
NP_001078923,Q9Y2X7,GIT1,GIT1
NP_036614,Q9Y2X9,ZNF281 GZP1 ZBP99,ZNF281
NP_001032248,Q9Y305,ACOT9 CGI-16,ACOT9
NP_006636,Q9Y365,STARD10 SDCCAG28 CGI-52,STARD10
NP_056202,Q9Y3A3,MOB4 MOB3 MOBKL3 PHOCN PREI3 CGI-95,MOB4
NP_057131,Q9Y3B4,SF3B6 SAP14 SF3B14 SF3B14A CGI-110 HSPC175 HT006,SF3B6
NP_057154,Q9Y3D9,MRPS23 CGI-138 HSPC329,MRPS23
NP_055121,Q9Y3I0,RTCB C22orf28 HSPC117,RTCB
NP_061830,Q9Y3L3,SH3BP1,SH3BP1
NP_378669,Q9Y3U8,RPL36,RPL36
NP_001265177,Q9Y3V2,RWDD3 RSUME,RWDD3
NP_056289,Q9Y3Z3,SAMHD1 MOP5,SAMHD1
NP_006280,Q9Y490,TLN1 KIAA1027 TLN,TLN1
NP_001231509,Q9Y4A5,TRRAP PAF400,TRRAP
NP_057280,Q9Y4C8,RBM19 KIAA0682,RBM19
NP_036585,Q9Y4P3,TBL2 WBSCR13 UNQ563/PRO1125,TBL2
NP_056425,Q9Y4P8,WIPI2 CGI-50,WIPI2
NP_055987,Q9Y520,PRRC2C BAT2D1 BAT2L2 KIAA1096 XTP2,PRRC2C
NP_004706,Q9Y5B0,CTDP1 FCP1,CTDP1
NP_057715,Q9Y5B6,PAXBP1 C21orf66 GCFC GCFC1,PAXBP1
NP_009123,Q9Y5B9,SUPT16H FACT140 FACTP140,SUPT16H
NP_057085,Q9Y5J1,UTP18 WDR50 CDABP0061 CGI-48,UTP18
NP_036602,Q9Y5L0,TNPO3 IPO12,TNPO3
NP_037466,Q9Y5P6,GMPPB,GMPPB
NP_006026,Q9Y5S2,CDC42BPB KIAA1124,CDC42BPB
NP_001027582,Q9Y5T5,USP16 MSTP039,USP16
NP_001254637,Q9Y5V0,ZNF706 HSPC038 PNAS-113,ZNF706
NP_001005333,Q9Y5V3,MAGED1 NRAGE PP2250 PRO2292,MAGED1
NP_055947,Q9Y5W8,SNX13 KIAA0713,SNX13
NP_055135,Q9Y5Z4,HEBP2 C6orf34 SOUL,HEBP2
NP_478059,Q9Y617,PSAT1 PSA,PSAT1
NP_006303,Q9Y618,NCOR2 CTG26,NCOR2
NP_006708,Q9Y657,SPIN1 OCR SPIN,SPIN1
NP_037470,Q9Y673,ALG5 HSPC149,ALG5
NP_057212,Q9Y678,COPG1 COPG,COPG1
NP_039234,Q9Y696,CLIC4,CLIC4
NP_066923,Q9Y697,NFS1 NIFS HUSSY-08,NFS1
NP_006411,Q9Y6D5,ARFGEF2 ARFGEP2 BIG2,ARFGEF2
NP_003541,Q9Y6D9,MAD1L1 MAD1 TXBP181,MAD1L1
NP_057225,Q9Y6G9,DYNC1LI1 DNCLI1,DYNC1LI1
NP_006178,Q9Y6K5,OAS3 P/OKcl.4,OAS3
NP_001038188,Q9Y6M4,CSNK1G3,CSNK1G3
NP_067022,Q9Y6N5,SQOR SQRDL CGI-44,SQOR
NP_858045,Q9Y6Q9,NCOA3 AIB1 BHLHE42 RAC3 TRAM1,NCOA3
NP_001106177,Q9Y6U3,SCIN KIAA1905,SCIN
NP_056374,Q9Y6X0,SETBP1 KIAA0437,SETBP1
NP_034390,Q9Z0E6,Gbp2,Gbp2
NP_035560,Q9Z0F7,Sncg Persyn,Sncg
NP_036006,Q9Z0P5,Twf2 Ptk9l,Twf2
NP_035924,Q9Z0S1,Bpnt1,Bpnt1
NP_036149,Q9Z0X1,Aifm1 Aif Pdcd8,Aifm1
NP_062672,Q9Z110,Aldh18a1 P5cs Pycs,Aldh18a1
NP_075529,Q9Z129,Recql Recql1,Recql
NP_064313,Q9Z172,Sumo3 Smt3a Smt3h1,Sumo3
NP_444329,Q9Z180,Setbp1 Kiaa0437,Setbp1
NP_057891,Q9Z1F9,Uba2 Sae2 Uble1b,Uba2
NP_036009,Q9Z1M8,Ik Red Rer,Ik
NP_001239386,Q9Z1N5,Ddx39b Bat1 Bat1a Uap56,Ddx39b
NP_254279,Q9Z1Q5,Clic1,Clic1
NP_035820,Q9Z1Q9,Vars1 Bat6 G7a Vars Vars2,Vars1
NP_034691,Q9Z1X4,Ilf3,Ilf3
NP_062363,Q9Z1Z0,Uso1 Vdp,Uso1
NP_058580,Q9Z204,Hnrnpc Hnrpc,Hnrnpc
NP_001075448,Q9Z2D6,Mecp2,Mecp2
NP_038538,Q9Z2H5,Epb41l1 Epb4 Epb4.1l1 Kiaa0338,Epb41l1
NP_058577,Q9Z2M7,Pmm2,Pmm2
NP_058575,Q9Z2T6,Krt85 Krt2-18 Krthb5,Krt85
NP_036099,Q9Z2U0,Psma7,Psma7
NP_001104301,Q9Z2W0,Dnpep,Dnpep
NP_001159903,Q9Z2X1,Hnrnpf Hnrpf,Hnrnpf
NP_473398,Q9Z2Y8,Plpbp Prosc,Plpbp
